,search_term,job_url,job_title,job_categories,job_location,job_employment_type,job_seniority,job_last_posted_date,job_expiry_date,job_description,job_company_name,job_company_info,min_salary,max_salary,Latitude,Longitude
77,data scientist,/job/vp-senior-data-scientist-regional-consumer-banking-operations-technology-operations-dbs-bank-0b7407938b24028bad5bf810f9c1238a,"VP, Senior Data Scientist, Regional Consumer Banking Operations, Technology & Operations (18000449)",Banking and Finance,,"Permanent, Full Time","Middle Management, Manager",Posted 09 Jan 2019,Closing on 08 Feb 2019,"Business Function   Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.   Responsibilities  Development and solutioning of real time predictive analytics to derive actionable insights to intervene positively into the customer’s digital journey Perform full life-cycle of Data Scientist / Analyst activities, including conceptualization to operationalization Primary focus will be in applying data science to solve business problems; doing statistical analysis, building high-quality prediction systems, and use deep learning techniques Able to understand and solve the business problem by translating into a data model and building insights into an actionable outcome Collaborate with cross-functional business teams to deliver high-impact insights using analytics across a variety of customer servicing areas Research, design, implement and validate models / algorithms to analyse diverse sources of data to achieve targeted outcomes Carry out customer behaviour analytics and deliver actionable insights in real time; through behaviour segmentation, predictive modelling, lifetime value modelling, churn prevention, statistical simulations and what if scenarios Stay on top of current industry trends on machine learning/AI ",DBS BANK LTD.,"DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank's capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.    ",10400.0,18700.0,34.220389,70.3800314
78,data scientist,/job/avp-data-scientist-regional-consumer-banking-operations-to-dbs-bank-7e36e8f87d7af76662cd8a126554572c,"AVP, Data Scientist (Customer Science), Regional Consumer Banking Operations, T&O (18000449)",Banking and Finance,,"Permanent, Full Time","Middle Management, Manager",Posted 09 Jan 2019,Closing on 08 Feb 2019,"Business Function  Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.  Responsibilities   Development and solutioning of real time predictive analytics to derive actionable insights to intervene positively into the customer’s digital journey Perform full life-cycle of Data Scientist / Analyst activities, including conceptualization to operationalization  Primary focus will be in applying data science to solve business problems; doing statistical analysis, building high-quality prediction systems, and use deep learning techniques Able to understand and solve the business problem by translating into a data model and building insights into an actionable outcome  Collaborate with cross-functional business teams to deliver high-impact insights using analytics across a variety of customer servicing areas Research, design, implement and validate models / algorithms to analyse diverse sources of data to achieve targeted outcomes  Carry out customer behaviour analytics and deliver actionable insights in real time; through behaviour segmentation, predictive modelling, lifetime value modelling, churn prevention, statistical simulations and what if scenarios Stay on top of current industry trends on machine learning/AI ",DBS BANK LTD.,"DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank's capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.    ",6500.0,11700.0,34.220389,70.3800314
79,data scientist,/job/vp-data-scientist-business-analytics-consumer-banking-group-dbs-bank-e6f0580e337e2ac87233008afd07d02b,"VP, Data Scientist, Business Analytics, Consumer Banking Group (180004XI)",Information Technology,"MARINA BAY FINANCIAL CENTRE, 12 MARINA BOULEVARD 018982",Full Time,Senior Management,Posted 09 Jan 2019,Closing on 08 Feb 2019,"Business Function  As the leading bank in Asia, DBS Consumer Banking Group is in a unique position to help our customers realise their dreams and ambitions. As a market leader in the consumer banking business, DBS has a full spectrum of products and services, including deposits, investments, insurance, mortgages, credit cards and personal loans, to help our customers realise their dreams and aspirations at every life stage. Our financial solutions are not only the best in the business – they were made just right for you.    About this role    The Regional Data Science team is part of the Regional Business Analytics team for Consumer Banking Group. Our responsibilities include building the Data Science Solutions using advanced machine learning methods, recommendation engines, text mining solutions and customer models to increase the business impact and efficient customer management, as well as answer numerous business questions using statistical tools and data analysis.   Responsibilities     Involve in building cutting edge algorithms and working with state-of-art data science and machine learning tools such as Spark, Tensor Flow and will have mastery in any number of analytic platforms like SAS, SQL, Python, R. etc. Work with large scale datasets, distributed Big Data Platforms for a variety of advanced analytics solutions across the Bank ranging from recommendation engines, Propensity models, customer segmentation, Graph models, pricing and more. Work alongside BA Leadership, making regular presentation to senior management including C-level executives within the Consumer Bank Leadership across the region Help the team with methodology and guidance in the areas of experiment design and data analysis. ",DBS BANK LTD.,"DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank's capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.    ",10400.0,18700.0,26.0899374,-80.1638662
80,data scientist,/job/svp-data-scientist-business-analytics-consumer-banking-group-dbs-bank-cd3b4e7b27b76be0d4d47bf766fc1b70,"SVP, Data Scientist, Business Analytics, Consumer Banking Group (180004XI)",Information Technology,"MARINA BAY FINANCIAL CENTRE, 12 MARINA BOULEVARD 018982",Full Time,Senior Management,Posted 09 Jan 2019,Closing on 08 Feb 2019,"Business Function  As the leading bank in Asia, DBS Consumer Banking Group is in a unique position to help our customers realise their dreams and ambitions. As a market leader in the consumer banking business, DBS has a full spectrum of products and services, including deposits, investments, insurance, mortgages, credit cards and personal loans, to help our customers realise their dreams and aspirations at every life stage. Our financial solutions are not only the best in the business – they were made just right for you.    About this role    The Regional Data Science team is part of the Regional Business Analytics team for Consumer Banking Group. Our responsibilities include building the Data Science Solutions using advanced machine learning methods, recommendation engines, text mining solutions and customer models to increase the business impact and efficient customer management, as well as answer numerous business questions using statistical tools and data analysis.   Responsibilities     Involve in building cutting edge algorithms and working with state-of-art data science and machine learning tools such as Spark, Tensor Flow and will have mastery in any number of analytic platforms like SAS, SQL, Python, R. etc. Work with large scale datasets, distributed Big Data Platforms for a variety of advanced analytics solutions across the Bank ranging from recommendation engines, Propensity models, customer segmentation, Graph models, pricing and more. Work alongside BA Leadership, making regular presentation to senior management including C-level executives within the Consumer Bank Leadership across the region Help the team with methodology and guidance in the areas of experiment design and data analysis. ",DBS BANK LTD.,"DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank's capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.    ",10000.0,20000.0,26.0899374,-80.1638662
81,data scientist,/job/data-scientist-manpower-staffing-services-27713c736c722a85530e3cf78c50ba2c,Data Scientist,Information Technology,"GUOCO TOWER, 1 WALLICH STREET 078881",Permanent,Executive,Posted 09 Jan 2019,Closing on 08 Feb 2019," Work closely with your business to identify issues and use data to propose solutions for effective decision making Merge, manage, interrogate and extract data to supply tailored reports to colleagues, customers or the wider organisation Maintain clear and coherent communication, both verbal and written, to understand data needs and report results Use machine learning tools and statistical techniques to produce solutions to problems Create clear reports that tell compelling stories about how customers or clients work with the business Horizon scan to stay up to date with latest technology, techniques and methods Conduct research from which you'll develop prototypes and proof of concepts Look for opportunities to use insights/datasets/code/models across other functions in the organisation (for example in the HR and marketing departments) Carrying out and attaining the mission and the goals of the Innovation lab managed. Assign employees to take responsibility for their jobs and goals. Delegate responsibility and expect accountability and regular feedback Able to engage with client and demonstrate present technologies Manage relationships between different business groups directly involved with Digital Labs. ",MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,"MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD
Manpower is the global leader in contingent and permanent recruitment workforce solutions. It is part of ManpowerGroup, the world leader in innovative workforce solutions, which creates and delivers high-impact solutions that enable clients to achieve their business goals and enhance their competitiveness.
Manpower has provided organizations in Singapore with a continuum of staffing solutions from the incidental to the strategic since 1996, working with businesses to help them win.
In the Human Age, where talent has replaced access to capital as the key competitive differentiator, Manpower Singapore leverages its trusted brand to develop a deep talent pool, providing clients with access to the people they need, fast.
Manpower Singapore creates powerful connections between organizations and the talent they need to enhance their competitiveness and unleash their workforce potential. By creating these powerful connections, we help everybody achieve more than they imagined, and power the world of work.
In Singapore, Manpower works with hundreds of local SMEs and multinational companies across various industries, including :

Banking and Finance
Corporate Finance and Accounting
Call Center
Engineering
Events and Exhibitions
Healthcare
Hospitality
Information Technology
Life Sciences
Logistics and Supply Chain
Oil and Gas
Retail 

 
APOLOGY
To All Singaporeans,
Manpower Staffing Services (S) Pte Ltd hereby apologizes to all Singaporeans for the unintentional error of posting a job advertisement deemed to be discriminatory on this website Jobs Bank dated 19 February 2018, Finance and Accounting Department PMO Representative – Japanese native to be able to liaise with Japanese counterparts.
The job advertisement was removed immediately on realizing the error in the advertisement.
We recognize that the job requirement could have been better worded to avoid misunderstanding and conveyed its original intent of hiring a candidate with a strong language proficiency. Staff responsible for posting the discriminatory job advertisement had been reprimanded. And all staff had been reminded on the importance of Tripartite Guidelines on Fair Employment Practices and to strictly adhere to the company’s standard operating procedure when posting job advertisement so as to avoid a repetition of such job advertisement.
Manpower Staffing Services (S) Pte Ltd was one of the early signatories of the Employer’s Pledge for Fair Employment Practices in the year 2007. We have also been and continue to support the fair employment practices in Singapore and wholeheartedly affirm the “Tripartite Guidelines on Fair Employment Practices”. We give our assurance that the posting of discriminatory job advertisement will not happen again.
Once again, Manpower Staffing Services (S) Pte Ltd hereby affirms our commitment towards fair employment and pledges our support for the Tripartite Guidelines on Fair Employment Practices.
Any inconvenience caused is deeply regretted. Thank you for your patience and understanding.
Lani De Mesa Alinas (Personnel Reg No.: R1108334)
Account Manager
 
",6000.0,8000.0,1.2770467,103.845472626367
82,data scientist,/job/vp-data-scientist-investment-trading-technology-technology-operations-dbs-bank-caa0fab03a6568f57b13cafd9b6b0188,"VP, Data Scientist, Investment and Trading Technology, Technology and Operations (180002YF)",Banking and Finance,,"Permanent, Full Time",Manager,Posted 09 Jan 2019,Closing on 08 Feb 2019,"Business Function  Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.  Responsibilities  Selecting features, building and optimizing classifiers using machine learning techniques Data mining using state-of-the-art methods Enhancing data collection procedures to include information that is relevant for building analytic systems Processing, cleansing, and verifying the integrity of data used for analysis Doing ad-hoc analysis and presenting results in a clear manner ",DBS BANK LTD.,"DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank's capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.    ",10400.0,18700.0,34.220389,70.3800314
83,data scientist,/job/avp-data-scientist-investment-trading-technology-technology-operations-dbs-bank-9f5a73903e89e25491158e75e3515786,"AVP, Data Scientist, Investment and Trading Technology, Technology and Operations (180002YF)",Banking and Finance,,"Permanent, Full Time",Manager,Posted 09 Jan 2019,Closing on 08 Feb 2019,"Business Function  Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.  Responsibilities  Selecting features, building and optimizing classifiers using machine learning techniques Data mining using state-of-the-art methods Enhancing data collection procedures to include information that is relevant for building analytic systems Processing, cleansing, and verifying the integrity of data used for analysis Doing ad-hoc analysis and presenting results in a clear manner ",DBS BANK LTD.,"DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank's capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.    ",6500.0,11700.0,34.220389,70.3800314
84,data scientist,/job/avp-ai-deployment-engineer-ibg-digital-institutional-banking-group-dbs-bank-ed58ebbae1bdf3f2d7af4cb80d25bcea,"AVP, AI Deployment Engineer, IBG Digital, Institutional Banking Group (180004A2)",Banking and Finance,,"Permanent, Full Time","Manager, Senior Executive",Posted 09 Jan 2019,Closing on 08 Feb 2019,"Job Purpose  The AI (Artificial Intelligence) Deployment Engineer will provide software engineering support to the Institutional Banking Group (IBG) Business Analytics Team in various data science projects. This role’s primary job responsibility is facilitating the wrapping of data science work into a viable product. The right candidate will be one excited by opportunities to apply software engineering in the fast-growing area of AI, help build AI development and production infrastructure, as well as to set technical standards. Responsibilities  Build, manage and automate pipelines for AI model development Adopt maintainable, readable, modular solutions using modern software engineering best practices Transform Data Science work into pilot and minimum viable products Perform code optimization, code reviews to improve the quality of Data Scientist’s work Create APIs for integrate data source into applications Create APIs for downstream usage of AI models Create visualisations to display views of AI models Keep track of model development iterations with a versioning control system  Automate software testing: unit test, branch test, integration test and security test  Monitor AI model releases, branches for different issues and user stories ",DBS BANK LTD.,"DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank's capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.    ",6500.0,11700.0,34.220389,70.3800314
85,data scientist,/job/senior-associate-ai-deployment-engineer-ibg-digital-institutional-banking-group-dbs-bank-952541ff26aba4d294d73ad80645597c,"Senior Associate, AI Deployment Engineer, IBG Digital, Institutional Banking Group (180004A2)",Banking and Finance,,"Permanent, Full Time","Manager, Senior Executive",Posted 09 Jan 2019,Closing on 08 Feb 2019,"Job Purpose  The AI (Artificial Intelligence) Deployment Engineer will provide software engineering support to the Institutional Banking Group (IBG) Business Analytics Team in various data science projects. This role’s primary job responsibility is facilitating the wrapping of data science work into a viable product. The right candidate will be one excited by opportunities to apply software engineering in the fast-growing area of AI, help build AI development and production infrastructure, as well as to set technical standards. Responsibilities  Build, manage and automate pipelines for AI model development Adopt maintainable, readable, modular solutions using modern software engineering best practices Transform Data Science work into pilot and minimum viable products Perform code optimization, code reviews to improve the quality of Data Scientist’s work Create APIs for integrate data source into applications Create APIs for downstream usage of AI models Create visualisations to display views of AI models Keep track of model development iterations with a versioning control system  Automate software testing: unit test, branch test, integration test and security test  Monitor AI model releases, branches for different issues and user stories ",DBS BANK LTD.,"DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank's capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.    ",5000.0,9000.0,34.220389,70.3800314
86,data scientist,/job/data-scientist-sephora-digital-sea-6ab4ba4202655abf13f033b752f440ba,Data Scientist,Others,"MARINA BAY FINANCIAL CENTRE, 8 MARINA BOULEVARD 018981",Permanent,Fresh/entry level,Posted 08 Jan 2019,Closing on 07 Feb 2019,"Sephora, a division of LVMH – Moët Hennessy Louis Vuitton global luxury leader, is a global leader in beauty retailing. It successfully operates more than three thousand points of sale across Americas, Europe, Middle East and Asia. Its aim is to animate the most loved beauty community in the world. Sephora South East Asia is a high growth division of leading global beauty retailer, Sephora. Our teams run omni-channel retail businesses in Singapore, Thailand, Australia and Malaysia, franchise operations in India & Indonesia and we run ecommerce only businesses (the first in the world globally for Sephora!) in Philippines, Hong Kong and New Zealand. Our success is built on innovation, a unique product portfolio, market leading digital capability, and our exceptional people! With ambitious growth plans we are always looking for talented people who are passionate about building businesses and developing themselves and our customers'​experience. The Sephora Data team is expanding. As a critical business function, finding the right people to contribute to our high growth, fast changing environment is critical and challenging. The Data team’s mission is to create the necessary data pipelines between our applications and enable teams across the business to use the date for informed decision making.   To succeed in this team You’ll be super smart, passionate about innovation and trying new approaches, and you’ll be a skilled programmer with strong commercial instincts and passion for business success. We are looking for an exceptional Data Scientist to add to our team. To be successful in this role  You will need to be well-versed in all major Machine Learning paradigms (including but not restricted to processing of structured and unstructured data, bias/variance tradeoff, classic classification/regression algorithms, deep learning concepts, representation learning, explainability, unsupervised methods). You will need to be able to communicate clearly with our internal stakeholders, technical or non-technical, deeply understand business priorities and formalize them into challenges that can be tackled with engineering effort, whether it may involve ML or not. You will enjoy being an advocate for Data Science within Sephora SEA and the LVMH group. This involves being naturally prone to knowledge sharing and promotion of a healthy intellectual sharing environment. You will need to be able to work autonomously and have the initiative to come up with original solutions to meaningful challenges. You will need to be able to deal with several concurrent projects and prioritize according to objectives and business impact. ",SEPHORA DIGITAL SEA PTE. LTD.,"Rapidly growing e-commerce business in the beauty industry that operates across South East Asia. We are constantly on the lookout to add fun, vibrant and highly motivated inviduals to our team.
",4500.0,6000.0,1.2801372,103.8543912
87,data scientist,/job/data-scientist-singapore-telecommunications-b495b5797dee28b2ad624403e81945e6,Data Scientist (Cyber Security),Information Technology,"COMCENTRE, 31 EXETER ROAD 239732","Permanent, Full Time",Professional,Posted 08 Jan 2019,Closing on 07 Feb 2019,"We are looking for a creative data scientist to join our project team that builds robust cyber security software and services. The candidate will be responsible for building and executing analytics modules:  Own and complete work streams for execution and delivery. Able to make presentations to internal and external stakeholders for own work Able to perform ETL, feature selections, modeling, model validation and conducting data analyses Self-motivated, independent learner, and enjoy sharing knowledge with team members ",SINGAPORE TELECOMMUNICATIONS LIMITED,"The SingTel Group is Asia's leading communications group, providing a wide spectrum of multimedia and infocomms technology (ICT) solutions across 3 global business units.
Group Consumer focuses on next-generation communication, infotainment and technology services to consumers and small businesses. Group Enterprise provides innovative and comprehensive ICT solutions, i.e. satellite services, international data and managed services, cloud computing, enterprise mobility services, and end-to-end solutions. Group Digital L!fe strives to bring people together with a cutting edge mix of digital services such as NextGen TV, e-books, music, digital concierge, cloud-based gaming and hyperlocal content.
Headquartered in Singapore, SingTel’s 130 years of operating experience has played a pivotal role in the country’s transformation into a major communications hub. Our Australian arm, Optus is an innovative leader in integrated telecommunications. Through our strategic investments in five regional mobile operators, Telkomsel, Globe Telecom, Advanced Info Service, PBTL, and Bharti Airtel, we are a major communications player in Asia and Africa.
SingTel is the largest listed company on the Singapore Exchange by market capitalisation. We have a vast network of offices in countries and territories throughout Asia Pacific, in Europe, USA and Australia. The Group employs more than 21,000 staff worldwide and has served 468 million mobile customers globally as of 31 March 2013.
",6000.0,8000.0,1.2989247,103.838148823508
88,data scientist,/job/data-scientist-moka-technology-solutions-33525243d898a573696fb6fd709d893e,Data Scientist,Others,,"Permanent, Full Time",Professional,Posted 08 Jan 2019,Closing on 07 Feb 2019,"Do you have a passion for data? Are you keen to understand the customer journey and improve the customer experience that merchants have with us? Are you looking to push the frontiers of innovation and build the Next Big Data Product? We are looking for Data Scientists who are keen to help us uncover insights in our data and drive big data solutions. You will:  Consult and partner with business and technology stakeholders to understand their problems and develop and implement high impact, data-driven solutions. Utilize various sources of data to support analytical projects, conduct deep dive analysis and create new products. Experience in fraud detection, text mining is a plus.   Deliver key insights and recommendations to drive business. Promote a data and analytics driven culture within the company. ",MOKA TECHNOLOGY SOLUTIONS PTE. LTD.,"At Moka, we believe that selling should be easy. However, the reality is that most business owners spend hours every day compiling sales reports, checking their inventory, and going through paperworks. Moka takes away the pain of running a business so you can focus on what's really important: serving your customers and growing your business.
We do this by providing businesses with powerful tools that are easy to use. At the store-front, Moka provides a point-of-sale application that you can download on your mobile devices and an integrated card reader so you can give your customers an option to pay with debit/credit cards. On the back-end, Moka creates sales reports across multiple outlets, tracks inventory, receives feedback from your customers, and provides analytics so you know things like what item are selling best, what items are running out, when are your busiest hours, and more. The best thing is that you can access all this data anytime and anywhere, so you always have your business at your fingertips.
",4000.0,7500.0,34.220389,70.3800314
89,data scientist,/job/data-engineer-machine-learning-engineer-oneconnect-financial-technology-cb7271da6bec8cfefa49c74f9184a096,Data Engineer / Machine Learning Engineer,Engineering,"ONE RAFFLES PLACE, 1 RAFFLES PLACE 048616",Permanent,Professional,Posted 08 Jan 2019,Closing on 07 Feb 2019,"As a data/Machine learning engineer, your primary goal is to work with data scientist and software developers to implement and deploy machine learning algorithms driven data solutions in commercial environment. You’ll work with data scientist to build specialized tools to facilitate data preprocessing, data quality check, data cleansing, ETL and data integration. You’ll work with backend and frontend app-dev team to implement high performance machine learning algorithms on commercial enterprise software platform. Key requirement:  Advanced degree in Computer Science, Electronic Engineering, Statistics, Applied Mathematics, or related technical fields. Minimum 2 years relevant experience. Proficiency in a high performance programming language such as Java/C++. Good working knowledge in a scripting language such as Python/R. Experience implementing algorithms in big data/cloud computing environment. Experience in solving real-world data challenges and dealing with anomalies. Good knowledge working with relational database and NoSQL database Good communication skills ",ONECONNECT FINANCIAL TECHNOLOGY (SINGAPORE) CO. PTE. LTD.,"OneConnect is a leading Fintech SaaS provider of advanced technology-enabled business solutions to small and medium-sized financial institutions. Our solutions are based on the world-class technologies including AI, Blockchain, Cloud platform, and Biometrics Identification.  Currently, OneConnect has 101 products in four business disciplines including Digital Banking Solutions, Digital Insurance Solutions, Digital Investment Solutions, and SaaS Cloud Platform, covering sales, product development, risk management, operations and technology. We are a comprehensive Fintech solution provider that has coverage of all major financial industries as well as front, middle and back office functions. Oneconnect has one of the world’s best technology development team. For example, in the aspect of AI, the company has achieved 99.8% recognition accuracy in facial recognition and 99%+ in VPR accuracy. Further, OneConnect has achieved world-class level in the aspects of voiceprint, micro-expression and NLP recognition.  In the aspect of blockchian, OneConnect is the earliest company to develop and apply blockchain technology in China, exploring 12 application scenarios including finance,medical healthcare, customs, trade, real estate and auto. Many of the above scenarios have achieve real blockchain application. As of the end of 2018 Q1, OneConnect has served over 450 banks and over 2100 quasi-financial institutions. In 2017, OneConnect had won 21 industry awards and five authorized certifications. Earlier this year, we have completed round A financing with post-investment valuation of 7.5 billion dollars. ",3000.0,4000.0,1.2847415,103.8510968
90,data scientist,/job/avp-senior-associate-data-analyst-analytic-center-excellence-transformation-grp-dbs-bank-b7c0e2d50e0b78bef8e80534fc7c81e0,"AVP  /  Senior Associate, Data Analyst, Analytic Center of Excellence, Transformation Grp (180003G5)",Banking and Finance,,"Permanent, Full Time","Manager, Senior Executive",Posted 08 Jan 2019,Closing on 07 Feb 2019,"Job Purpose The data analyst will provide the big data analytic support to the Analytic Center of Excellence. He will partner with business and project leader to discover, analyse and process the data to develop analytic and data science solutions. This position allows those with strong data analytic skill and theoretical understanding of advanced analytic algorithms but lack of hands on experience in advanced analytics to learn and prepare for the role of data scientist - advanced analytics in the future. Responsibilities   Identify, profile, analyze and present the data discovery output for analytic projects Develop data ingestion pipeline and create the analytic data assets for analytic projects Work with data engineer to enhance the analytic data infrastructure and develop enterprise analytic data mart Perform data wrangling and feature engineering for machine learning Create helper functions to automate frequently encountered wrangling and feature engineering tasks ",DBS BANK LTD.,"DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank's capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.    ",5500.0,11000.0,34.220389,70.3800314
91,data scientist,/job/data-scientist-redmart-3fb28139930ac4848c84ddd669eb070e,Data Scientist,"Engineering, Information Technology","SINGAPORE WINE VAULT BUILDING, 6 FISHERY PORT ROAD 619747","Permanent, Full Time",Professional,Posted 07 Jan 2019,Closing on 06 Feb 2019,"As one of the fastest growing e-commerce and logistics companies in Asia, RedMart is a part of Alibaba-backed Lazada, Southeast Asia’s leading online shopping and selling platform, and we offer an unparalleled scaling a startup experience. We’re focused on always improving our customer experience and achieving our mission: To save our customers time and money for the important things in life!   We are looking for a Data Scientist/Search Engineer who cares deeply about customers and users to help develop the next generation of search and personalization at RedMart. You will build data mining systems to tackle hard problems in understanding and predicting consumer behavior to offer items to customers which are most relevant to them.   You will work with engineers, product managers and designers to develop innovative new technologies and data driven features and products. You will also work closely with other Data Scientists to collaborate on projects and share techniques and learnings. If you enjoy working with data to build products and solve hard problems in surprisingly creative ways, this is the role for you.    ",REDMART LIMITED,"
	As one of the fastest growing e-commerce companies in Asia, RedMart offers an unparalleled startup experience. Our culture: Entrepreneurial, fiercly intelligent, team oriented, deeply creative and whatever you add to it! We are fanatic about improving our customer experience and providing ""wow"" customer service.

	We're interested in talented, creative and passionate people joining our All-Star team who believe in our mission: To save our customers time and money for the important things in life!

	Some things to know before you apply;


		We have big plans to disrupt the traditional grocery retail market and become a $Billion+ company in the next few years

		Everything we do is focused on empowering our customers

		We work really hard

		We have alot of fun!

",7000.0,11000.0,1.3118198,103.72299
