,search_term,job_url,job_title,job_categories,job_location,job_employment_type,job_seniority,job_last_posted_date,job_expiry_date,job_description,job_company_name,job_company_info,job_requirement,min_salary,max_salary
175,data analyst,/job/data-team-lead-moneysmart-singapore-60fe01e025ae30049a54a259e9098230,Data Team Lead,Information Technology,"GRANDE BUILDING, 8 COMMONWEALTH LANE 149555",Full Time,Manager,Posted 10 Jan 2019,Closing on 09 Feb 2019,"About the job Moneysmart is hiring a Data Team lead to help lead our team of young, eager data engineers and analysts. Together you and your team will work to build a stable and scalable data infrastructure that will be able to help the business to collect, process and store masses of raw information securely, accurately and efficiently. With all that information on hand, we’ll be looking to you to help us design and build amazing data products to improve user experiences on our Moneysmart sites as well as build up the business intelligence capabilities within our organization. We’re looking for someone who is experienced and has done similar work like this elsewhere before. You will be working closely with people from other departments like Product, Marketing and Strategy to help understand their needs and design solutions that will enable them to deliver on their goals. Examples of this could be:  Onboarding customer data from external systems so further analysis can be conducted on it and we can discover/better understand customer preferences and trends Building a recommendation engine that can recommend products based on user’s past choices, creating a more personalized and desirable experience Creating a near real time reporting platform so that the country managers can get information in a more timely manner to make decisions quickly  To be able to do all these, you’ll need to plan and manage the Data Team’s roadmap well and help prioritize the work that needs to be done so that we can see the awesome impact it could bring sooner rather than later. You will be expected to be technical as well. Being able to build data pipelines, write code and tune database queries will be a requirement since you’ll need to review and vet the work your team has done. The engineers will be looking to you to learn about best practices in building pipelines and running analysis, industry standards on data infrastructure and what clean, maintainable code looks like. The team currently writes most of their code in Python and SQL at the moment (we use R sometimes as well). But fluency in any other Big Data framework language will be highly welcome. Our data engineers and analysts are a smart and talented bunch but they will require leadership and direction from their lead (which is you), someone who has been through the many phases of what it takes to build and maintain a production level data infrastructure, has seen the pitfalls and can help show them the way. Besides providing technical expertise to the team, a core part of this role will be to help mentor and develop the members of your team (as well as other developers in our department) professionally, and work towards creating a conducive environment for developers to thrive, making Moneysmart an ideal place to work and grow your career. If you’re ready to take up the important mantle of become a Data Team Lead in Moneysmart’s Technology department, send us your resume now! We would really love to hear from you.",MONEYSMART SINGAPORE PTE. LTD.,"MoneySmart.sg started life as a mortgage comparison company operating under the brand SmartLoans.sg. We have since expanded beyond mortgages to help consumers maximize their financial decisions by putting the power in their hands to compare loans, insurance, and credit cards. 

Today, MoneySmart Group is the largest financial portals in the Southeast Asia region, operating in Singapore and Indonesia through our brands MoneySmart.sg and DuitPintar.com.
","Requirements  6+ years of professional experience building data products Experienced in developing large scale, production, server side Big Data applications Experience with Big Data technologies like Hadoop / Spark / Kafka / HBase / Aerospike/ Elasticsearch Experience in data warehouse data modeling A strong software developer with a passion for technology and scalable world-class software systems Self-motivated, positive-thinking, team player, leader, problem-solver Passion for testing Knowledgeable on modern software development with a preference for Agile methods Ability to build APIs for the data infrastructure  Competencies  Estimate accurately Self motivated Accountable and responsible Follow rules Opinionated but rational  Cultural Competencies  Build a positive team and family spirit Engage, disagree and commit Be humble Do more with less Always pursue learning and growth Stay hungry and take ownership ",7000.0,12000.0
176,data analyst,/job/informatica-developer-itcan-49a177c846157e29852dac5925ef5e6c,Informatica Developer,Information Technology,"PRUDENTIAL TOWER, 30 CECIL STREET 049712",Full Time,"Professional, Executive",Posted 10 Jan 2019,Closing on 09 Feb 2019," Design and develop solutions for Strategic DAL components Review requirements, prepare/contribute to design decisions & testing strategy Interface with architects, PM Act as a SME for Strategic  ETL/Oracle components Supporting functional testing as well as support Strong technical skills/experience within the CFO domain  ",ITCAN PTE. LIMITED,"ITCAN PTE LTD , headquartered in Singapore, offers a full spectrum of integrated IT S/W Solutions & Services.
Empowered to deliver enterprise client Server or web based solutions across the entire value chain, spanning on - site consulting services to turn key S/ W projects
Regional Offices : Malaysia / Australia / HKG /
Clients in : Europe / US / Canada /China / Japan / Middle East
Multi Awards Winner : E50 , APEA, AREA, SOE , ASME, SIEA , AEA, TGE, (Visit Website for more details)
"," Diploma or Degree with 3 years of experience in Informatica Development. Expertise is in Data Warehousing, ETL (Extract/Transform/Load), Data Analysis, Data Conversion/Transformation, Enterprise Data Warehouse Maintenance and Support Design, Develop and Test ETL Mappings, Mapplets, Workflows, Worklets using Informatica Powercenter 9.x & above Experience in SQL Server Database Exposure to Data Modelling techniques. Create UNIX shell scripts for ETL purpose. Understanding to concepts of SDLC methodologies like Waterfall & Agile is desirable. Banking knowledge is desirable. Work in a fast paced environment, under minimal supervision to perform as an Inpidual Contributor. Communicate clearly and concisely verbally and in writing. ",4000.0,7500.0
177,data analyst,/job/research-data-analyst-ml-consulting-87359afcc475605215ad0e8bfe164e97,,,,,,,,,,,,,
178,data analyst,/job/data-entry-analyst-legal-team-allegis-global-solutions-2a55f081cb4ce45d1e830c1594815108,"Data Entry Analyst (6 months contract, MBFC) Legal Team",Admin / Secretarial,"SUNTEC TOWER FIVE, 5 TEMASEK BOULEVARD 038985","Contract, Full Time","Executive, Non-executive",Posted 09 Jan 2019,Closing on 08 Feb 2019,"Allegis Global Solutions is the exclusive Contingent HR services provider for one of the world’s leading banks. At Allegis Global Solutions we’re proud to be the leader in global talent solutions. We draw upon decades of industry expertise to develop innovative tools, products, processes and strategies focused on outcome. Moreover, we’re incredibly proud to have built a culture that empowers our people to make their mark while making deep connections that will last a lifetime. With our passion and culture for talent, we are truly transforming the way the World acquires talent. Our Client is one of the world's most international banks with over 1,100 branches, offices and outlets in 67 countries. They operate in some of the world's most dynamic markets and have been for over 150 years. More than 90 per cent of their income and profits are derived from Asia, Africa and the Middle East. Their brand promise, Here for good, underlines their distinctive approach.   Key Candidate Responsibilities  Perform data entry of Master Agreement details (e.g. Credit Support Annex, ISDA Master Agreement) into the bank's in-house systems – iCDMS, TCDS. Ensure accuracy of data. Provide ad-hoc support to the country/regional teams on administrative tasks. ",ALLEGIS GLOBAL SOLUTIONS (SINGAPORE) PTE. LTD.,"   Allegis Global Solutions is a full-service provider of integrated talent solutions. Through global RPO delivery models Allegis draws upon decades of industry expertise to design proven strategies, processes and innovative products that drive business results. They combine global awareness with regional insight to skilfully navigate the intricacies of different markets, servicing clients worldwide. Allegis Global Solutions is founded on a culture that is passionate about transforming the way the world acquires talent by delivering client-focused solutions that make a difference for businesses worldwide. "," Ideally have minimum 1 year’s proven experience in Operations. Possess strong communication and inter-personal relationship skills. Fluent in English (Spoken and Written). Excellent PC skills: MS Word, MS Excel, MS Access. Extremely high attention to detail. Desire to learn and grow within the role. Ability to meet tight deadlines. Able to work autonomously, but also be a good team player.  High analytical and problem solving abilities.",2400.0,2700.0
179,data analyst,/job/avp-senior-associate-data-analyst-analytic-center-excellence-transformation-grp-dbs-bank-b7c0e2d50e0b78bef8e80534fc7c81e0,"AVP  /  Senior Associate, Data Analyst, Analytic Center of Excellence, Transformation Grp (180003G5)",Banking and Finance,,"Permanent, Full Time","Manager, Senior Executive",Posted 08 Jan 2019,Closing on 07 Feb 2019,"Job Purpose The data analyst will provide the big data analytic support to the Analytic Center of Excellence. He will partner with business and project leader to discover, analyse and process the data to develop analytic and data science solutions. This position allows those with strong data analytic skill and theoretical understanding of advanced analytic algorithms but lack of hands on experience in advanced analytics to learn and prepare for the role of data scientist - advanced analytics in the future. Responsibilities   Identify, profile, analyze and present the data discovery output for analytic projects Develop data ingestion pipeline and create the analytic data assets for analytic projects Work with data engineer to enhance the analytic data infrastructure and develop enterprise analytic data mart Perform data wrangling and feature engineering for machine learning Create helper functions to automate frequently encountered wrangling and feature engineering tasks ",DBS BANK LTD.,"DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank's capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.    "," Bachelors/Masters in Computer Science, Statistics, Mathematics and other highly quantitative fields such as bio-informatics Minimum 3 years of industry experience in data analytics working in a big data environment, preferably in financial services industry Highly proficient with data wrangling, analytic, transformation and feature engineering using programming tools such as Spark, Python or R. Excellent knowledge of SQL. Excellent visualization and communication skills. ",5500.0,11000.0
180,data analyst,/job/senior-data-analyst-streetsine-singapore-3baa45f938b74a6660a619998e4a9852,Senior Data Analyst,Information Technology,"NEWS CENTRE, 1000 TOA PAYOH NORTH 318994","Permanent, Full Time","Professional, Executive",Posted 08 Jan 2019,Closing on 07 Feb 2019,"We are currently looking for a Senior Data Analyst/Scientist to be part of our Business Intelligence (B.I.) team. Reporting to the Chief Data Officer (CDO), you will work closely with internal teams to:  Initiate studies and implement algorithms and methods to take business advantage of new information and data. Build, test and deploy machine learning models to cater to the market intelligence tools offered by the company Refine the performance and accuracy of existing data models based on feedback Assist in general database administration  Expected Competencies: A fast, adaptive yet meticulous professional having the following qualities: 1. Business Acumen and Communication Skills The candidate has demonstrated experience working with the relevant stakeholders to leverage data science to identify new business opportunities or remedy process inefficiencies. 2. Programming Skills The candidate should have prior experience translating proposed technical solutions using computational methods and data science, while at the same time understanding their respective strengths/weaknesses and potential business trade-offs. 3. Technical Competency The candidate writes code according to best practices while meeting security standards and is able to translate complex datasets into strategic insights.",STREETSINE SINGAPORE PTE. LTD.,"INFORMATION & APPLICATIONS AT THE STREET LEVEL     SRX Property is a division of the Streetsine Technology Group (“Streetsine”), which was founded in 2007. Streetsine provides advanced data, analytics and communication applications to real estate and finance professionals in Singapore through its Agent Connect, Mortgage Connect and SRX Analyzer applications.  The company helps home seekers find and transact their perfect home through srx.com.sg and its myProperty Concierge and SRX Valuations services. With mySG Home, SRX provides the ability for homeowners to track the value of their property and easily apply for financing through myHome Finance. StreetSine is a subsidiary of Singapore Press Holdings.   ","Requirements:  Minimum 2 years of relevant work experience with a degree in any quantitative or computational discipline Proficiency in SQL and Python Excellent communication and interpersonal skills An additional advantage for candidates with proven skills in data visualization, machine learning, or image analytics An additional advantage for candidates with full project life cycle exposure i.e. data collection, aggregation, analysis, visualization, productionization, and monitoring of data Science solutions ",4000.0,8000.0
181,data analyst,/job/data-analyst-%E2%80%93-12-month-contract-%E2%80%93-singapore-allegis-group-singapore-550ad6d9f9671de6d55908aac107e3c4,Data Analyst – 12 month contract – Singapore,Information Technology,"SUNTEC TOWER FIVE, 5 TEMASEK BOULEVARD 038985",Contract,Executive,Posted 08 Jan 2019,Closing on 07 Feb 2019,"The Business Analyst position will be part of a team that provides the Platforms and Ecosystem Marketing organization with deep data insights and decision support tools. You will work closely with the Global Marketing Analytics team and key stakeholders on data analytics that inform campaign success and provide thought leadership and learnings to refine operations using data insights. The ideal candidate has strong experience working with all different stages of data analysis: data querying, building reporting pipelines, running statistical analysis, building dashboards, and presenting insights. You should be a self-starter that can ""crunch the numbers"", identify trends that connect to the big picture, partner with senior stakeholders, and communicate effectively with senior executives to drive significant strategic initiatives.",ALLEGIS GROUP SINGAPORE PRIVATE LIMITED,"ALLEGIS GROUP SINGAPORE PRIVATE LIMITED
Allegis Group is the global leader in talent solutions focused on working harder and caring more than any other provider. We’ll go further to understand the needs of our people – our clients, our candidates, and our employees – and to consistently deliver on our promise of an unsurpassed quality experience. That’s the Allegis Group difference, and it’s consistent across every Allegis Group company. With more than US$11billion in annual revenues and over 500 locations across the globe, our network provides businesses with a comprehensive suite of talent solutions — without sacrificing the niche expertise required to ensure a successful partnership. Our specialised group of companies includes: Aerotek, TEKsystems, Allegis Global Solutions, Aston Carter, Major, Lindsey & Africa, Allegis Partners, MarketSource, and EASi. Visit www.AllegisGroup.com to learn more.
Allegis Group Singapore Pte Ltd, Company Reg No. 200909448N, EA Licence No. 10C4544
","Mandatory:  BA/BS degree in Business/Data Analytics, related field or equivalent practical experience with 3 years work experience In-depth experience analyzing data and creating reports with strong spreadsheet, database query experience (e.g. SQL), statistical, quantitative modeling and forecasting skills.  Desired:  Genuine excitement and passion for developing and analyzing large, complex data sets and converting them into insights that drive business decisions at all levels of the organization. Ability to understand the implications of data analysis and build a strategic story from this data Strong communication and presentation skills to deliver findings of analysis. Demonstrable organizational and project management skills, with the ability to manage multiple projects with competing priorities. ",4000.0,7000.0
182,data analyst,/job/junior-data-analyst-observational-pragmatic-research-institute-071461b4082e679a0d441248ab242c08,Junior Data Analyst,Information Technology,"PAYA LEBAR SQUARE, 60 PAYA LEBAR ROAD 409051","Permanent, Full Time",Junior Executive,Posted 08 Jan 2019,Closing on 07 Feb 2019,"Observational and Pragmatic Research Institute (OPRI) is a unique academic research institution, working with both the pharmaceutical and academic industry, with the overarching goal to improve the lives of patients through conducting vital global real-world research. OPRI is part of a global network of international companies, with partner companies located in the United Kingdom and Australia. OPRI has been leading the paradigm shift in real-world evidence for the past 12 years, by delivering pragmatic clinical trials, disease registries and database research. We are currently seeking a hard-working and motivated Data Analyst to join our international team. You would be involved in supporting the team developing the first global severe asthma registry ever developed, joining a young and enthusiastic team in supporting a globally-renowned project. Key responsibilities of the role will be to:  Provide support on database querying, population and reporting, using structured query language (SQL). Assist in generate data releases following study protocol requirements and service reports (Tableau). Advise internal team members and external clients on study database(s) content. Engage in building and maintaining data dictionaries and system technical documentation. Undertake quality checks to assure high standards of data and code. Contribute to data analyses as required for research projects. Maintain compliance with information governance and company policies. ",OBSERVATIONAL AND PRAGMATIC RESEARCH INSTITUTE PTE. LTD.,"Observational & Pragmatic Research Institute Pte Ltd (OPRI), is a global company working with academic, professional and industry partners to improve disease outcome. We are a small team in Singapore, but have a global presence and influence through our network of collaborative companies. Further information is available on our website, www.opri.sg
","Qualifications BSc or equivalent qualification with strong technical or scientific component (e.g. Computer Science, Maths, Statistics). Experience  Familiarity with structured query language (SQL) and database processing (ETL, stored procedures, large datasets) Strong ability for data analysis, interpretation and visualization. Experience in at least one data or statistical package (SAS, R, or Stata) Some experience in data dictionaries and advanced documentation systems.  Key skills: data manipulation (SAS, R, or Stata), relational databases (esp. my SQL and SQL Server), clinical or medical research, proactive approach. Desirable: statistical background (models, correlations, hypothesis), general purpose programming languages (e.g. Python), database administration tools (migration, DB administration), experience of working with clinical databases",3000.0,4000.0
183,data analyst,/job/junior-data-analyst-observational-pragmatic-research-institute-7a024ac411a5a189f7b9ec59286772d8,Junior Data Analyst,Information Technology,"PAYA LEBAR SQUARE, 60 PAYA LEBAR ROAD 409051","Permanent, Full Time",Junior Executive,Posted 08 Jan 2019,Closing on 07 Feb 2019,"Observational and Pragmatic Research Institute (OPRI) is a unique academic research institution, working with both the pharmaceutical and academic industry, with the overarching goal to improve the lives of patients through conducting vital global real-world research. OPRI is part of a global network of international companies, with partner companies located in the United Kingdom and Australia. OPRI has been leading the paradigm shift in real-world evidence for the past 12 years, by delivering pragmatic clinical trials, disease registries and database research. We are currently seeking a hard-working and motivated Data Analyst to join our international team. You would be involved in supporting the team developing the first global severe asthma registry ever developed, joining a young and enthusiastic team in supporting a globally-renowned project. Key responsibilities of the role will be to:  Provide support on database querying, population and reporting, using structured query language (SQL). Assist in generate data releases following study protocol requirements and service reports (Tableau). Advise internal team members and external clients on study database(s) content. Engage in building and maintaining data dictionaries and system technical documentation. Undertake quality checks to assure high standards of data and code. Contribute to data analyses as required for research projects. Maintain compliance with information governance and company policies. ",OBSERVATIONAL AND PRAGMATIC RESEARCH INSTITUTE PTE. LTD.,"Observational & Pragmatic Research Institute Pte Ltd (OPRI), is a global company working with academic, professional and industry partners to improve disease outcome. We are a small team in Singapore, but have a global presence and influence through our network of collaborative companies. Further information is available on our website, www.opri.sg
","Qualifications BSc or equivalent qualification with strong technical or scientific component (e.g. Computer Science, Maths, Statistics). Experience  Familiarity with structured query language (SQL) and database processing (ETL, stored procedures, large datasets) Strong ability for data analysis, interpretation and visualization. Experience in at least one data or statistical package (SAS, R, or Stata) Some experience in data dictionaries and advanced documentation systems.  Key skills: data manipulation (SAS, R, or Stata), relational databases (esp. my SQL and SQL Server), clinical or medical research, proactive approach. Desirable: statistical background (models, correlations, hypothesis), general purpose programming languages (e.g. Python), database administration tools (migration, DB administration), experience of working with clinical databases",3000.0,4000.0
184,data analyst,/job/senior-risk-consultant-linkedin-singapore-ed97623737bc25d7ea5b863a97cb9fec,Senior Risk Consultant,Risk Management,"SOUTH BEACH TOWER, 38 BEACH ROAD 189767",Permanent,Professional,Posted 08 Jan 2019,Closing on 07 Feb 2019,"LinkedIn was built to help professionals achieve more in their careers, and every day millions of people use our products to make connections, discover opportunities and gain insights. Our global reach means we get to make a direct impact on the world’s workforce in ways no other company can. We’re much more than a digital resume – we transform lives through innovative products and technology. Searching for your dream job? At LinkedIn, we strive to help our employees find passion and purpose. Join us in changing the way the world works. We are looking for a Senior Trust & Safety Content Analyst who will be responsible for processing and investigating terms of service, fraudulent and spam related violations. Report and reconciliation of disputes as well as minimizing risk and loss is essential in this position. The position is expected to complete inquiries in a timely and precise manner. Serving our more than 500 million members worldwide, the Trust & Safety team is the group tasked with keeping LinkedIn a professional and safe platform. Our team members are proactive, motivated, organized, and possess a global perspective - and able to work well in a fast paced, team-oriented environment. The analysts are directly responsible for making the internet safer, protecting free speech and defending our brand. They will have direct exposure to engineering, data science, policy and data analyst stakeholders and will need to help define and implement operational solutions to emerging threats. In addition, they will perform other key Analyst functions including driving improvements in the team's processes, technology and tools. Responsibilities:  Operations 	 Effectively identify problems and issues by performing relevant research using appropriate tools Resolve all issues in a timely manner related to spam, account takeover and terms of service violations Manage internal escalations received for fraud and all other disputes with written correspondence   Project Management 	 Work on Trust and Safety projects from conception to completion Follow project timeline and report on milestones Ensure effective communications during the project Identify gaps and issues and communicate timely with the management   Insights 	 Provide operational feedback to management regarding necessary changes, volume spikes, and member sentiment Provide tooling and product insights and propose product fixes and changes   Analysis 	 Analyze identity theft and misuse reports, identify trends that need to be addressed and communicate findings to the appropriate stakeholders Work closely with Analytics and perform deep dives into region/ global trends   Global Liaison 	 Act as a liaison between Global Risk Management team and local teams Act as contributing liaison for tooling and development with product team in different regions   ",LINKEDIN SINGAPORE PTE. LTD.,"
	LINKEDIN SINGAPORE PTE. LTD.
","Basic Qualifications:  5+ years of experience with content policy or anti-abuse operations  Preferred Qualifications:  Strong written and spoken communications skills in Mandarin Chinese Knowledge of the China market and its legal/political environment Knowledge of identity theft and industry risk trends. Demonstrated capacity for critical thinking and analysis with strong attention to detail Familiarity with Internet policy and regulatory environments. Passion for keeping our users safe while protecting free speech Well-developed sense of urgency and follow through. Excellent project manager and self-starter, with the ability to work independently and on multiple initiatives at the same time. Competency in Excel and SQL skills a plus Experience using Microsoft Office products including: Outlook, and PowerPoint with proficiency in Excel and Word. ",5000.0,10000.0
185,data analyst,/job/financial-data-analyst-%E2%80%93-commodities-trading-multinational-bluechip-platforms-asia-b9b5afecca9c5dd0c62a4b7c94ba08ef,Financial Data Analyst – Commodities trading multinational,"Risk Management, Banking and Finance",,Full Time,Senior Executive,Posted 07 Jan 2019,Closing on 06 Feb 2019,"• High visibility   • Python, R+, SQL   • Complex and dynamic business model   This is a leading commodities trading multination with diversified businesses around the world. An opportunity has arisen for a Financial Data Analyst to join the structured trade finance team. This will be an individual contributor position.    Job Responsibilities Reporting directly to the Head of Finance, the Analyst will play a key business partnering role and provide timely and accurate financial, risk and management reporting information. Development of performance metrics and tools to improve decision making is an essential part of the job. As the Group is actively involved in structuring, trade finance and paper trading, he/ she will also be focused on analyzing risk portfolio trends of the Group’s balance sheet. Other responsibilities will also include responding to requests from management to undertake data analysis projects for purpose of identifying actions to improve profitability and efficiency.   Requirements/Qualifications The successful candidate will be a degree holder in an economics / mathematics / statistics discipline, with at least 3 years of experience in a risk management and data analytics function.  You will be a logical thinker who delivers under high pressure. You will also be a strong team player who is detailed, highly analytical and have excellent interpersonal and communication skills. You perform well in a complex and non-structured environment. ",BLUECHIP PLATFORMS ASIA PTE. LTD.,"BlueChipCareers Asia is a Singaporean-founded recruitment platform that is specially designed for banking and finance professionals. With our predictive matching technology and understanding of the industry, we aim to connect the top banking talent with Asia’s top Financial jobs.  We give candidates access to the top banking and finance jobs in Asia and help our clients recruit more efficiently by identifying the right candidates fast and ultimately, getting the best talent before your competitors.
",**Apply here** https://www.bluechipcareers-asia.com/jobDetails/4560/financial-data-analyst-commodities-trading-multinational For more Banking and Finance Jobs visit us at: https://www.bluechipcareers-asia.com,,
186,data analyst,/job/senior-level-data-analyst-traveloka-services-32f09a915860f3b9648f4393ab03b741,Senior Level Data Analyst,Information Technology,"ROBINSON 77, 77 ROBINSON ROAD 068896",Permanent,Senior Executive,Posted 07 Jan 2019,Closing on 06 Feb 2019,"Data Analyst at Traveloka is at the forefront of using data for building value by discovering insights about businesses, product conversions, market behaviors, and others. You will be defining, collecting, processing, analyzing data across divisions and work with teams for driving the company, its products, and its operation forward through data.  ",TRAVELOKA SERVICES PTE. LTD.,"Traveloka is a technology company based in Jakarta, Indonesia. Founded in 2012 by ex-Silicon Valley engineers and aims to revolutionize human mobility with technology. Today Traveloka is expanding its reach by operating in six countries and experimenting with new endeavors that will create large impact in the markets and industries we touch.
","We are looking for someone with:  Passion in data analysis, mathematics, statistics, modeling, or pattern recognition Strong business acumen, able to translate data to business insights Knowledge in data structures and algorithms for processing large data 8+ years of experience in data modeling Strong analytical, mathematical, and communication skills Critical thinking and strong attention to details Bachelor's degree in technical major is preferred ",8300.0,15000.0
187,data analyst,/job/mid-senior-level-data-analyst-traveloka-services-e724cfc928479c576d5b2a469a146066,Mid - Senior Level Data Analyst,Information Technology,"ROBINSON 77, 77 ROBINSON ROAD 068896",Permanent,Executive,Posted 07 Jan 2019,Closing on 06 Feb 2019,"Data Analyst at Traveloka is at the forefront of using data for building value by discovering insights about businesses, product conversions, market behaviors, and others. You will be defining, collecting, processing, analyzing data across divisions and work with teams for driving the company, its products, and its operation forward through data.  ",TRAVELOKA SERVICES PTE. LTD.,"Traveloka is a technology company based in Jakarta, Indonesia. Founded in 2012 by ex-Silicon Valley engineers and aims to revolutionize human mobility with technology. Today Traveloka is expanding its reach by operating in six countries and experimenting with new endeavors that will create large impact in the markets and industries we touch.
","We are looking for someone with:  Passion in data analysis, mathematics, statistics, modeling, or pattern recognition Strong business acumen, able to translate data to business insights Knowledge in data structures and algorithms for processing large data 6+ years of experience in data modeling Strong analytical, mathematical, and communication skills Critical thinking and strong attention to details Bachelor's degree in technical major is preferred ",6100.0,10700.0
188,data analyst,/job/mid-level-data-analyst-traveloka-services-d68e6cca2bd03f98ec3c5bcd51b0b376,Mid Level Data Analyst,Information Technology,"ROBINSON 77, 77 ROBINSON ROAD 068896",Permanent,Junior Executive,Posted 07 Jan 2019,Closing on 06 Feb 2019,"Data Analyst at Traveloka is at the forefront of using data for building value by discovering insights about businesses, product conversions, market behaviors, and others. You will be defining, collecting, processing, analyzing data across divisions and work with teams for driving the company, its products, and its operation forward through data.  ",TRAVELOKA SERVICES PTE. LTD.,"Traveloka is a technology company based in Jakarta, Indonesia. Founded in 2012 by ex-Silicon Valley engineers and aims to revolutionize human mobility with technology. Today Traveloka is expanding its reach by operating in six countries and experimenting with new endeavors that will create large impact in the markets and industries we touch.
","We are looking for someone with:  Passion in data analysis, mathematics, statistics, modeling, or pattern recognition Strong business acumen, able to translate data to business insights Knowledge in data structures and algorithms for processing large data 3+ years of experience in data modeling Strong analytical, mathematical, and communication skills Critical thinking and strong attention to details Bachelor's degree in technical major is preferred 	  ",4300.0,7600.0
189,data analyst,/job/junior-mid-level-data-analyst-traveloka-services-3c75a2eb4e25e7d053d53de15f926719,Junior - Mid Level Data Analyst,Information Technology,"ROBINSON 77, 77 ROBINSON ROAD 068896",Permanent,Junior Executive,Posted 07 Jan 2019,Closing on 06 Feb 2019,"Data Analyst at Traveloka is at the forefront of using data for building value by discovering insights about businesses, product conversions, market behaviors, and others. You will be defining, collecting, processing, analyzing data across divisions and work with teams for driving the company, its products, and its operation forward through data.  ",TRAVELOKA SERVICES PTE. LTD.,"Traveloka is a technology company based in Jakarta, Indonesia. Founded in 2012 by ex-Silicon Valley engineers and aims to revolutionize human mobility with technology. Today Traveloka is expanding its reach by operating in six countries and experimenting with new endeavors that will create large impact in the markets and industries we touch.
","We are looking for someone with:  Passion in data analysis, mathematics, statistics, modeling, or pattern recognition Strong business acumen, able to translate data to business insights Knowledge in data structures and algorithms for processing large data Fresh graduate with internship experience - 3+ years of experience in data modeling Strong analytical, mathematical, and communication skills Critical thinking and strong attention to details Bachelor's degree in technical major is preferred 	  ",3000.0,6000.0
190,data analyst,/job/data-science-consultant-backoffice-associates-asia-863283daf30fe9edb3d9c6959f2299f2,Data Science Consultant,Information Technology,78 SHENTON WAY 079120,Full Time,Professional,Posted 07 Jan 2019,Closing on 06 Feb 2019,"Primary Responsibilities:  Understand large data sets, build data models to address business problems Undertake data collection, pre-processing and analysis Build predictive models and machine learning algorithms  The role will involve analysis and extensive data crunching with good amount of hands on programming skills. This role requires following skills and experience:  Proven experience (5+Years) as a Data Scientist or Data Analyst Experience in data mining Understanding of machine-learning and operations research Knowledge of R, SQL and Python; familiarity with Scala, Java or C++ is an asset Experience using business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop) Analytical mind and business acumen Strong math skills (e.g. statistics, algebra) Problem-solving aptitude Excellent communication and presentation skills  ",BACKOFFICE ASSOCIATES ASIA PTE. LTD.,"   BackOffice Associates® is a worldwide leader in data migration and information management solutions, with a concentration on enhancing SAP data quality since 1996. Our range of products and services address the needs of business and IT users seeking to unlock the value of their data assets. Whether monitoring ongoing information quality, or executing the most complex migration and governance initiatives, BackOffice Associates is the clear choice for customers requiring “Business-Ready Data Every Day™”.      ","Candidate should possess good soft skills as mentioned below:  Should possess excellent problem solving and is able to work effectively in a less structured environment and manage time. Excellent verbal and written communication skills Work closely with onsite and offshore team members Willing to travel to the customers locations on need basis outside of Singapore  Qualification:  Computer Science, Engineering or relevant field; graduate degree in Data Science or another quantitative field is preferred ",7000.0,9000.0
191,data analyst,/job/data-science-consultant-backoffice-associates-asia-32de68c45c9756377411d997a31402c9,Data Science Consultant,Information Technology,78 SHENTON WAY 079120,Full Time,Professional,Posted 07 Jan 2019,Closing on 06 Feb 2019,"Primary Responsibilities:  Understand large data sets, build data models to address business problems Undertake data collection, pre-processing and analysis Build predictive models and machine learning algorithms  The role will involve analysis and extensive data crunching with good amount of hands on programming skills. This role requires following skills and experience:  Proven experience (5+Years) as a Data Scientist or Data Analyst Experience in data mining Understanding of machine-learning and operations research Knowledge of R, SQL and Python; familiarity with Scala, Java or C++ is an asset Experience using business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop) Analytical mind and business acumen Strong math skills (e.g. statistics, algebra) Problem-solving aptitude Excellent communication and presentation skills  ",BACKOFFICE ASSOCIATES ASIA PTE. LTD.,"   BackOffice Associates® is a worldwide leader in data migration and information management solutions, with a concentration on enhancing SAP data quality since 1996. Our range of products and services address the needs of business and IT users seeking to unlock the value of their data assets. Whether monitoring ongoing information quality, or executing the most complex migration and governance initiatives, BackOffice Associates is the clear choice for customers requiring “Business-Ready Data Every Day™”.      ","Candidate should possess good soft skills as mentioned below:  Should possess excellent problem solving and is able to work effectively in a less structured environment and manage time. Excellent verbal and written communication skills Work closely with onsite and offshore team members Willing to travel to the customers locations on need basis outside of Singapore  Qualification:  Computer Science, Engineering or relevant field; graduate degree in Data Science or another quantitative field is preferred ",6000.0,8000.0
192,data analyst,/job/data-science-analyst-ent-vision-043917ee6e36e1118a98ed45f92f10e6,,,,,,,,,,,,,
