,search_term,job_url,job_title,job_categories,job_location,job_employment_type,job_seniority,job_last_posted_date,job_expiry_date,job_description,job_company_name,job_company_info,min_salary,max_salary
338,business intelligence,/job/regional-senior-business-analyst-sephora-asia-678b2307342186a13bf79ebe7519ef43,Regional Senior Business Analyst,General Management,"MARINA BAY FINANCIAL CENTRE, 8 MARINA BOULEVARD 018981",Full Time,Senior Executive,Posted 02 Jan 2019,Closing on 01 Feb 2019,"The mission -  See the big picture: Understand the business and the market context.  Key drivers; KPI’s and levers across the omni business and how we fit into the competitive landscape.  Build a roadmap of research and analytics for the marketsthat closely complements our existing consumer analysis through CRM and our BI dash boarding. The devil is in the detail: Work closely with key stakeholders including myself; GM’s and HOD’s in the market; Regional Finance and also Business Intelligence to make sure we have our numbers straight and well understood.  Help drive the conversation around RACI and who does what in terms of business analysis.  Roll your sleeves up and get into the nitty gritty to really understand. Drive action: Analyse the data to interpret patterns, pin-point challenges, and help craft solutions to drive growth. Upskill an organisation and be a mentor: Help the teams develop a passion for analysis that has clear, actionable and measurable benefits.  Make it fun! ",SEPHORA ASIA PTE. LTD.,"  Sephora is the leading retailer of perfumes and cosmetics in the United States and the second largest in Europe. With global network of about 1,700 stores, Sephora continues to expand in 2015 as we lead the beauty retail industry through our own visionary retail concept, which promotes freedom, pleasure and beauty.      We are looking for energetic and highly motivated individuals with a strong passion for the beauty industry to join us as:       ",6000.0,9000.0
339,business intelligence,/job/senior-business-intelligence-analyst-alphatech-business-solutions-e8d59e776a022c474d8eca460576a5e3,Senior Business Intelligence Analyst,Information Technology,,Contract,Senior Executive,Posted 31 Dec 2018,Closing on 30 Jan 2019,"In this role, the Senior Business Intelligence Analyst serves as the primary bridge through the business to communicate high value information to support data-driven decision-making. He/she will continuously evolve management reporting, conduct complex data analysis and deliver business insights in an environment of rapid growth and increasing complexity. The successful candidate must be able to roll-up his/her sleeves, and work directly with large datasets and BI tools to solve challenging problems. He/she will be passionate about their work, detail-oriented, highly analytical and have excellent problem-solving skills.  Job Responsibilities:     Participate in the full lifecycle of an analytics or BI project: from gathering and understanding the end-user needs to implement a fully automated solution. Develop and provision of BI reporting through the deployment of self-service reports and dashboards Engages with business users as well as maintain a client relationship with data warehouse. Deploy Machine learning techniques to answer the appropriate business questions using R or Python. Visualize data using Tableau and create repeatable visual analysis for end users to use as tools. Take ownership of the existing BI platforms and maintain the data integrity and accuracy of the numbers and data sources. Know Agile - Scrum project management experience/knowledge - Ability to prioritise, pushback and effectively manage a product and sprint backlog. ",ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,No information added.,6000.0,8000.0
340,business intelligence,/job/business-intelligence-consultant-oneaston-ad41988150f2ab35538db4631f5acaa0,Business Intelligence Consultant,Information Technology,"HONG LEONG BUILDING, 16 RAFFLES QUAY 048581",Permanent,Senior Executive,Posted 31 Dec 2018,Closing on 30 Jan 2019,"   Identify the clients’ business needs by working with Stakeholders to define business and information needs Support the translation of business needs into analytics and reporting requirements Analyse Data by gathering data from internal systems and external sources and enter information into the relevant data collection systems Validate data and perform quality control checks Develop solutions and recommendations to address information need Develop automated and logical data models and data output methods Design data reports and visualisation tools to facilitate data understanding You should have a good understanding of industry standard Data Infrastructure (e.g Warehouse, BI, Analytics, Big Data, etc) tools with the goal of providing end users with analytics at the speed of thought You should be proficient at developing, architecting, standardizing and supporting technology platforms using Industry leading BI/Reporting solutions You must be able to front end users and becoming a subject matter expert in order to architect and design our solutions and drive insights using your data visualization experience You must be strong communication, presentation, problem-solving and trouble-shooting skills ",ONEASTON PTE. LTD.,"• Major activity is to provide Consultancy, development, implementation and support services for the Private Banking and Wealth Management Industry.
• Specialises in helping financial institutions launch their Private Banking systems.
• OneAston has extensive experience in the Temenos Wealth Suite Solution
• We have a strong Asian client base with a proven track record of success 
• OneAston has developed an Asian Model Bank configuration for Triple’A which has been deployed at various sites
",3000.0,6000.0
341,business intelligence,/job/adobe-google-analytics-developer-alphatech-business-solutions-de599ee60a842ba9564963ea4a4a8711,Adobe & Google Analytics Developer,Information Technology,,Contract,Professional,Posted 31 Dec 2018,Closing on 30 Jan 2019,"The Senior Adobe & Google Analytics Developer analyzes, designs, codes, tests and implements systematic Business Intelligence solutions to meet customer requirements. He/she will provide general support to maintain applications that meet the service levels, system availability, performance and quality levels required by their customers. What you'll do:  Independently drive the design and implementation of a module and can work on necessary patterns Utilize deep understanding of Adobe and Google Analytics solutions to make appropriate decisions Provide inputs and directions to team, participates in design/code reviews and drive any performance tuning/re-factoring Design, develop and support reporting and analytics applications leveraging data integration tools Gather and translate requirements from end-users to develop and maintain the BI architecture Develop BI assets that will be used by the Business Intelligence team to build reports and dashboards as well as to perform ad-hoc analysis Implement slice of application and proofs of concept to prove any new technologies or integration scenarios in the module and provide innovative solutions to project level technical issues Assist the architect in coming up with the overall estimates for the project along with any key risks and issues and their mitigation Report accurate status, anticipate and escalate issues that might delay the work and propose suitable alternatives. In particular, to handle issues that might impact the quality or ability to deliver to timescales or estimates Estimate the implementation and deployment of the module based on module design and how the module fits into the overall project architecture, construction and testing strategy and overall project plan Write application code to meets expected quality standards by conforming to the steps of doneness defined by the project Create and maintain the design documentation for the modules he/she is responsible Coordinates with different project tracks like BA, QA, Creative, Deployment etc. Manage day-to-day relationships with technology partners, data providers and activation teams ",ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,No information added.,6000.0,9000.0
342,business intelligence,/job/engineering-client-experience-client-onboarding-tech-regional-lead-executive-director-goldman-sachs-services-4ba6ab2ca6a4ff2110c986f8cf76415f,"Engineering, Client Experience, Client Onboarding Tech, Regional Lead, Executive Director (48515)",Banking and Finance,"ONE RAFFLES LINK, 1 RAFFLES LINK 039393",Full Time,Executive,Posted 31 Dec 2018,Closing on 30 Jan 2019,"What We Do At Goldman Sachs, our Engineers don’t just make things – we make things possible. Change the world by connecting people and capital with ideas. Solve the most challenging and pressing engineering problems for our clients. Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber threats, and leverage machine learning alongside financial engineering to continuously turn data into action. Create new businesses, transform finance, and explore a world of opportunity at the speed of markets.  Engineering, which is comprised of our Technology Division and global strategists groups, is at the critical center of our business, and our dynamic environment requires innovative strategic thinking and immediate, real solutions. Want to push the limit of digital possibilities? Start here.  Who We Look For Goldman Sachs Engineers are innovators and problem-solvers, building solutions in risk management, big data, mobile and more. We look for creative collaborators who evolve, adapt to change and thrive in a fast-paced global environment. The Operations Division is the engine room that powers Goldman Sachs, and Operations Technology is driving their industrialization through automation, digitization and orchestration. Client Onboarding Technology is a global, multi-disciplinary team responsible for software products that safely, efficiently, and transparently bring new client relationships into the firm and ensure those relationships remain compliant with all internal and external regulatory policies and firm requirements. Partnering with colleagues from Technology, the Federation and all revenue divisions, COB Tech models all processes from inception through configured-to-trade. Using business intelligence gathered from these models, the team identifies and resolves bottlenecks in the flow though automation - including rules-driven decision making, machine learning, and natural language parsing. The successful candidate will assume responsibility for the regional team of developers and project managers in Singapore and work with stakeholders from both the local and global teams to deliver commercial solutions. There will also be opportunities to assume technical responsibility for design and development of one of our flagship products. HOW YOU WILL FULFILL YOUR POTENTIAL • Support the firm's growth by reducing the time required to successfully onboard a new business relationship • Improve customer satisfaction by reducing the number of touchpoints required to successfully onboard a new relationship. • Mitigate risk by fully understanding, modelling, and satisfying all required regulatory and compliance policies. • Thrill our internal stakeholders by rapidly and correctly delivering the most important features using iterative development and automated testing. • COB Tech is a new and growing team. You will have the opportunity to influence team structure, processes, and architecture. Motivated candidates will have immediate opportunities to assume responsibility for as much as they can handle and accelerate their careers accordingly.",GOLDMAN SACHS SERVICES (SINGAPORE) PTE. LTD.,"The Goldman Sachs Group, Inc. is a leading global investment banking, securities and investment management firm that provides a wide range of financial services to a substantial and diversified client base that includes corporations, financial institutions, governments and individuals. Founded in 1869, the firm is headquartered in New York and maintains offices in all major financial centers around the world.
GOLDMAN SACHS SERVICES (SINGAPORE) PTE. LTD.
",7500.0,15000.0
343,business intelligence,/job/business-intelligence-analyst-alphatech-business-solutions-5e8fbce0e793642e0718ea51c4086ce2,Business Intelligence Analyst (BI Developer),Information Technology,,Permanent,Senior Executive,Posted 30 Dec 2018,Closing on 29 Jan 2019," Create best practices for data visualization and well-illustrated graphs, tables, infographics, geographical map and reports. Good experiences in visualizing Spatial-Temporal data. Work with existing project team to determine best approach to communicating proprietary data and insights with an emphasis on accuracy/clarity in a clean, modern aesthetic. Conceptualize new dashboard templates Work with Tech specialists to connect databases to information analysis and visualization tools. Building and publishing customized interactive reports Develop and deliver new and innovative reporting, analytics solutions, data transformation and management processes. ",ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,No information added.,5500.0,8000.0
344,business intelligence,/job/bi-software-sales-consultant-account-manager-xplore-infocomz-solution-78b6044845de290f5aee9a589171d779,BI Software Sales Consultant / Account Manager,Information Technology,"INTERNATIONAL PLAZA, 10 ANSON ROAD 079903",Permanent,"Middle Management, Professional, Senior Executive",Posted 29 Dec 2018,Closing on 28 Jan 2019,"It is a Account Manager role to drive Sales initiatives into enterprise accounts. Responsibilities include qualifying, selling and closing new business into prospects and installed accounts. Duties and Responsibilities:  Sell value and ROI of Business Intelligence Software into business decision makers Meet and exceed direct sales goals within assigned geographic territory. Manage all aspects of the sales process including lead generation, qualification, evaluation, close and account care. Develop in depth knowledge of our product, business intelligence & analytic concepts, and our competitor’s products Effectively position and sell BI product to clients through initial phone conversations, face-to-face meetings, and product demonstrations Manage and drive multiple concurrent sales cycles effectively Qualify and forecast deals accurately Build & maintain strong client relationships to pave the way for additional future sales Manage and upsell existing clients Work effectively within a team environment to maximize revenue potential and ensure customer success. Effectively advise and influence customers through challenger selling techniques. Research the customer environment to create effective business impact models, build business cases, ROI & TCO models   ",XPLORE INFOCOMZ SOLUTION (PTE. LTD.),No information added.,12500.0,15000.0
345,software developer,/job/software-applications-developer-integral-solutions-2467e37b283e54d9f37a39862624b191,Software and Applications Developer,Professional Services,3015A UBI ROAD 1 408705,"Freelance, Full Time, Flexi work",Professional,Posted 26 Jan 2019,Closing on 25 Feb 2019,"ISL are innovators and problem-solvers, building solutions in marketing, sales, operation, risk management, big data, mobile and more. We look for creative collaborators who evolve, adapt to change and thrive in a fast-paced global environment. Our applications have an enormous impact on the firm, including providing real-time views on business operation, risk tracking, automate data entry and discover insight from operational data. As the platform that centralizes all client transaction and position data, we utilize cutting edge technologies to run artificial intelligence algorithms to automatically discover rules instead of others who use hundreds of complex rules on a vast dataset to identify exceptions, risks, opportunities in a high-performance environment. The Software and Applications Developer contributes to the review and verification of business and software needs. He/She develops and maintains software in line with technical design. He/She develops and maintains software/applications in accordance to technical detailed design.  He/She participates and contributes to the review and verification of test requirements and test cases.  He/She develops test plans and implements unit testing to ascertain the functionality of software/applications. He/She prepares technical documentation and reports on software/applications development. He/She also works with Application Support Lead in resolving software/applications issues.",INTEGRAL SOLUTIONS (ASIA) PTE LTD,"INTEGRAL SOLUTIONS (ASIA) PTE LTD - ISL
ISL specialises in data mining, customer relationship management and learning solution for more than 25 years. We provide artificial intelligent based solution that automatically discover patterns from data. Our solutions have won awards from MIcrosoft and SITF (Singapore INformation Technology Federation). Our customers range from MNC to SME which include SPH, TAFEP, Adventus, Acez, Maybank, Indosat, Putien, ChilliApi, Waffletown, Commonwealth Secondary, Hougang Secondary, Greendale Primary, Barclyne College, Junyan Seconday, Bedok Town Secondary and etc.
",2500.0,6000.0
346,software developer,/job/software-engineer-rakuten-asia-4ceb299b2385a9ee015a71aea5abb766,Software Engineer,Engineering,"CAPITAGREEN, 138 MARKET STREET 048946",Permanent,Senior Executive,Posted 26 Jan 2019,Closing on 25 Feb 2019,"Our Team Our team is empowering Rakuten’s digital marketing/ advertising activities by utilizing new technologies and upscaling unique, in-house products. Our engineers are top-notch, passionate and entrepreneurial software developers, whose goals is to deliver the ultimate customer experience.   Role Summary As a software engineer, you will work with a talented team to enhance our world-class advertisement management system, which is one of the most important assets in Rakuten. You will work collaboratively with product management, UX (design) & scrum teams to design and deliver cutting-edge customer solutions. The ideal candidate should have a good understanding of UI, cross-browser compatibility, general web functions and standards. And hands-on experience with Web Applications and programming languages such as HTML, CSS, JavaScript, JQuery and API's.   Responsibilities  Develop and deliver software platforms used across multiple products and organizational units Hands on development in building high-quality, scalable applications using RESTful Services and related technologies Utilize TDD practices to ensure delivery of high quality code with low rates of production defects Refine and improve Software Development practices by leveraging on your experience/ expertise and technology (CI/CD, cloud computing, web service development) Solve problems and create innovative prototypes and pilots through out-of-the-box, original solutions Orchestrate solutions and engineer services to ensure deployed software is scalable and reliable ",RAKUTEN ASIA PTE. LTD.,"About Rakuten Asia Pte. Ltd. 
Rakuten Asia, Regional Head Office of Asia, comprising of various business verticals such as Rakuten Ventures, Rakuten Marketing; Rakuten Rewards; Asia Tech Development Unit; Rakuten Institute of Technology and Global Marketing Office. 
Our new office, Crimson House Singapore, is located at CapitaGreen which houses Rakuten sister companies including Rakuten Travel; VIKI, Ebates, Viber & AIP.
About Rakuten Japan 
Rakuten is Japan’s leading Internet services company, largest e-commerce company in Japan, and third largest e-commerce marketplace worldwide with a combined membership of 1 billion. Rakuten have 70+ businesses and services spread across 29 countries and regions worldwide. 
Our global footprint starts from Japan to Asia, the Americas and Europe with a wide portfolio of services. Rakuten is an Eco-system of online services, providing a variety of consumer and business-focused services including e-commerce, e-reading, travel, banking, securities, credit card, e-money, portal and media, online marketing and professional sports.
For more information on Rakuten and its business, please visit http://global.rakuten.com/corp/
",4000.0,8000.0
347,software developer,/job/software-engineer-aspnet-c-vbnet-supreme-hr-advisory-d9ff410559de049f9ce40157ecb804fa,Software Engineer [ASP.NET /  C# /  VB.NET],Engineering,"AZ @ PAYA LEBAR, 140 PAYA LEBAR ROAD 409015",Full Time,Junior Executive,Posted 26 Jan 2019,Closing on 24 Feb 2019,"- Perform software planning, design, development and testing according to the software specification, such as database, coding design, unit test. - Able to work with the frontline people to study the requirements and propose solutions. - Documentations (such as functional design and database schema). - Ability to troubleshoot and rectify the issues in the coding",THE SUPREME HR ADVISORY PTE. LTD.,"THE SUPREME HR ADVISORY PTE. LTD.
Here at The Supreme HR Advisory, we pride ourselves on being a vibrant recruitment firm with strong Southeast Asia standing. We believe in customizing our services to cater to your unique needs. We are dedicated, enthusiastic and we take innovative approaches in customizing our services. Our depth of experience enables us to understand each industry’s challenges and provide expert advice on hiring requirements. Our goal is to leverage local knowledge and global expertise to deliver high-quality candidates specifically matched to the requirements of each of our clients worldwide.
",3000.0,4000.0
348,software developer,/job/software-developer-randstad-58131cb1ab04248d98662cc1aba63fe0,Software Developer,Information Technology,"SINGAPORE LAND TOWER, 50 RAFFLES PLACE 048623",Contract,Professional,Posted 25 Jan 2019,Closing on 24 Feb 2019,"about the company our client is a leading provider and trusted partner for quality document services and communications, looking for a Software Developer to expand their team which includes industry leading professionals who support portfolio of document management technologies, IT solutions, and customer communication services. about the role The software developer is expected to analyse, design, develop new UI presentation components (Web, Mobile or Device embedded) and applications based on given requirements and instructions. He/she will be responsible to integrate UI front-end with API -driven back-ends also perform research and development into advanced development technologies that may solve software problems, including performance, security, internationalization, usability.",RANDSTAD PTE. LIMITED,"   Headquartered in the Netherlands, Randstad is a Fortune Global 500 Company and the second largest recruitment & HR services provider globally. Operating in over 40 countries, Randstad employs over 567,700 people in meaningful employment everyday.         With global reach and local expertise, Randstad Singapore has over 20 years experience in the Singapore market and are dedicated to delivering high quality, consistent service to our clients and candidates.         Our passionate, consultants will provide you with career advice and opportunities that meet your career goals and aspirations. With the widest range of industry specialists across:          Accounting     Banking & Financial Services     Business Support     Engineering     Information Technology     Life Sciences     Supply Chain & Procurement     Sales, Marketing & Communications      Let us help you shape your work of work.      Search for your next career opportunity at www.randstad.com.sg/jobs or contact us on +65 6510 1350.       ",3500.0,5000.0
349,software developer,/job/software-developer-%EF%BC%88mobile%EF%BC%89-way-pacific-5eeba6ab944dc7a382859f34609f6f06,Software Developer （Mobile）,Information Technology,"SUNTEC TOWER THREE, 8 TEMASEK BOULEVARD 038988",Permanent,Non-executive,Posted 25 Jan 2019,Closing on 24 Feb 2019,"·  Support the entire application lifecycle(concept, design, test, release and support) ·  Produce fully functional mobile applications writing clean code ·  Write unit and UI tests to identify malfunctions ·  Gather specific requirements and suggest solutions ·  Design interfaces to improve user experience ·  Liaise with product development team to plan new features ·  Keep up-to-date with latest technology, best practices and industry trends",WAY PACIFIC PTE. LTD.,"Way Pacific registered in 2018, the group head office is located in the Philippines, is a framework based on group corporation and development direction, into the idea of a new concept in the information technology company, specializing in construction, maintenance, and mobile Internet application services, for the group head office to provide technical support and complete business abroad. At present, the company's main products are independent research and development of each category of the Internet platform for the overseas market, to provide technical support for the Internet platform of southeast Asian nations and application services.   ",4000.0,6800.0
350,software developer,/job/software-applications-developer-orastream-fd78342cadaffc2baa5706f9916388f8,Software and Applications Developer,Information Technology,,Permanent,Executive,Posted 25 Jan 2019,Closing on 24 Feb 2019,"OraStream is a digital audio technology company.  The OraStream Service is an end-to-end, network adaptive audio streaming platform that enables end-users to purchase/download and subscribe/stream digital lossless and high res audio recordings via servers and content delivery networks. It is used to power a new generation of cloud and mobile music streaming services for the Neil Young Archives, primephonic and Presto Music.  We are seeking a Software and Applications Developer to join the technical and production team. The candidate  will work under guidance of the CTO in developing, documenting, testing and releasing software application changes. The main job responsibilities are as follows: (a) work within a team to complete software development projects for the OraStream platform and application services (b) work with existing source code and bug tracking software following defined testing procedures and documentation (c) document software program design, coding, and maintain source code to allow for future changes (d) develop test plans and perform unit testing for software change releases    ",ORASTREAM PRIVATE LIMITED,"ORASTREAM PRIVATE LIMITED With a mission to reshape mobile cloud music, OraStream enables the delivery of digital music of record labels and consumer personal libraries in lossless and high-resolution audio quality. We operate a digital supply chain to distribute 16-bit/44.1 kHz and 24-bit, up to 192 kHz resolution audio to consumers via downloads and streaming on personal computers and mobile devices. OraStream's core technology is based on patents-approved technologies for network adaptive audio streaming. The digital audio coding technology (MPEG-4 SLS) enables licensed music services to display the Record Industry Association of America's Hi-Res MUSIC logo mark on their landing page or next to an individual album or track. . ",2500.0,4000.0
351,software developer,/job/telecom-software-system-developer-skyline-communications-apac-27c211917cd9c139a112a8dc1b563e46,Telecom software system developer,"Engineering, Information Technology, Telecommunications",37 CRAIG ROAD 089675,Full Time,"Fresh/entry level, Professional",Posted 25 Jan 2019,Closing on 24 Feb 2019,"As a Telecom Software System Developer, you will be joining a team of talented telecom and software engineers who work with cutting edge software technology that is capable of communicating with thousands of different devices and is deployed by leading broadcast and telecom companies around the world. Every day, you will have the opportunity to use new state-of-the-art technologies and be involved in implementing advanced solutions for prestigious broadcast and telecom companies. You will literally be building links between users and devices, with the objective to manage complex technological ecosystems more easily and intuitively than ever before.  develop front- and back-end applications for high-performance device communication a healthy work-life balance a competitive wage with extra benefits a challenging and stimulating work environment     ",SKYLINE COMMUNICATIONS APAC PTE. LTD.,"Skyline Communications is the global leading supplier of multi-vendor network management and OSS software solutions for the broadcast, satellite, cable, telco and mobile industry. Our flagship DataMiner network management platform, which received various prestigious awards, enables end-to-end integration of the most complex technical ecosystems and has been deployed by leading operators around the world.
",2000.0,4000.0
352,software developer,/job/software-platform-developer-sciente-consulting-34ac68aac6e3f590926bc470eefa5ed1,Software Platform Developer (JD#4847),Information Technology,"THE SIGNATURE, 51 CHANGI BUSINESS PARK CENTRAL 2 486066","Contract, Full Time","Professional, Senior Executive",Posted 25 Jan 2019,Closing on 24 Feb 2019,"An exciting opportunity as Software Platform Developer to research, design and build new enterprise platform using microservices architecture for cutting edge transportation solutions.",SCIENTE INTERNATIONAL PTE. LTD.,"Sciente International Pte Ltd (A member of Sciente group): An ISO9001:2015 certified, multi-award winning, specialist Technology Recruitment and IT Talent Management Solutions provider for large conglomerates, MNCs across the industries and government sector. Three years in a row, we have been voted the best recruitment firm for IT & Engineering positions by HRM Asia Awards 2018/2017/2016.  Our value-added services:   - Training & Advisory Services - Managed services (Retained Search, Rapid Team Formation, IT Recruitment Process Outsourcing)  - On-boarding Outsourcing and  - Contingent IT Recruitment (permanent/contract) solutions across the levels. ",4000.0,8000.0
353,software developer,/job/analyst-programmers-firium-solutions-e40270d51b11fb3c00f7a1e4a115a1a2,Analyst Programmers (Java / J2EE),Information Technology,1003 BUKIT MERAH CENTRAL 159836,"Permanent, Full Time",Professional,Posted 25 Jan 2019,Closing on 24 Feb 2019,"Firium Solutions is established in 1999 to fulfill the demand for integrated e-business solutions to financial services, retail and distribution and telecommunications industries in Asia Pacific. Our flagship solution is the market proven Wealth Management Software solutions, Avantrade. With deep experience in the financial service industry, Jatis also provides customized software solutions coupled with consultancy services. We currently have an exciting multi-year regional project implementation throughout Asia Pacific for regional bank.and thus seek  dynamic and passionate individuals to fill the position of Analyst Programmers.   Responsibilities  Develop software products/modules that help the enterprise-wide strategic goals Coding, testing, build, deploy, and debug new software or enhancements to existing software using J2EE technologies and documenting programs, Participate in production support including researching and fixing bugs. Clarify software tasks by analysing requirements and understanding complex activation system features and functionality. Understand Design patterns - recognize and implement standard/J2EE patterns in existing software and new design. Add value to the team and the business, through personal ownership and partnerships with everyone else in the organization. Coordinate development schedules and activities, contribute to team meetings and troubleshoot software problems across multiple environments and operating platforms. Perform application performance tuning and optimization.    ",FIRIUM SOLUTIONS (ASIA PACIFIC) PTE LTD,"   FIRIUM SOLUTIONS (ASIA PACIFIC) PTE LTD is incorporated in 1999. We are a major information technology and software consulting firm, with offices in Indonesia, Singapore, Kuala Lumpur and Manila. We are part of the Jatis Group.    We strive to become one of the longest serving technology consulting and service providers in Asia Pacific.Its client list includes Asia Pacific most reputable institutions in the financial, mobile-telecommunication, manufacturing/distribution and public sectors.    We have served over 500 corporate clients with 80 top brands from national and multinational firms. Every month, we process over 42 millions SMS broadcast that position makes Jatis as the leading company in this service. We support more than 90% credit card market in mobile and merchant infrastructures. Through our flagship product, Avantrade, we are the leading provider of wealth management application in the financial industry, serving more than 10,000 bank branches in region.    Our motto, We connect businesses, reflects our proposition to bring the medium where communities of businesses work together through a partnership where everybody wins.            ",3800.0,4800.0
354,software developer,/job/senior-outsystem-developer-recruit-express-6b3309fb243ae7741648b33ebb637203,Senior outsystem developer,Information Technology,"NGEE ANN CITY TOWER A, 391A ORCHARD ROAD 238873",Full Time,"Fresh/entry level, Executive",Posted 25 Jan 2019,Closing on 24 Feb 2019,"• Worked with .Net frameworks and sound knowledge of associated technologies such as ASP.Net, C#.Net, ADO.Net, vb.net ,MCV,.Devexpress controls with MVC.LINQ , Entity Framework • Develop modules and Report generation in Customized Tool Outsystems based on .Net framework. • Working with SSRS for Report generation. • Assist in the collection and documentation of user's requirements, development of user stories, estimates and work plans. • Collaborate with other software developers in team, business analyst and software architects to plan, design, develop, test and maintain business applications built on Outsystems platform. • Assess opportunities for application and process improvement and have team members take appropriate action on it. • Guiding team development efforts towards successful project delivery. • Providing technical leadership to teammates through coaching and mentorship. • Maintain high standards of software quality within the team by establishing good practices and habits. • Design, develop, and unit test applications in accordance with established standards. • Develop, refine, and tune integrations between applications. • Adhere to high-quality development principles while delivering solutions on-time and on-budget. • Analyse and resolve technical and application problems. • Participate in peer-reviews of solution designs and related code. • Research and evaluate a variety of software solutions. • Migration of legacy applications to current Outsystems technologies. • Prepare reports, manuals and other documentation on the status, operation and maintenance of software. • Package and support deployment of releases.",RECRUIT EXPRESS PTE LTD,"
	Established since 1996, Recruit Express has emerged as the leading staffing solutions provider that has set a proven track record for matching the right people to the right organization within the shortest time. With our vast network of resources, extensive databases and defined recruitment processes, we have been successfully bridging talented job seekers of the highest calibre to employers who only want the best in their teams.

	In our relentless pursuit of excellent service, we have adopted best practices and dynamic growth strategies in expanding our operations across the Asia Pacific regions: We have offices in Singapore, Sydney, Hong Kong, Kuala Lumpur, Taipei, Shanghai, Beijing, Tokyo and Bangkok.

	With 400 permanent committed consultants from various professional backgrounds and disciplines, we make a difference by delivering top-notch services to our clients and candidates alike.

	 
",6000.0,7500.0
355,software developer,/job/outsystem-developer-recruit-express-493d62eba6e3af767254a71f1d12af24,Outsystem developer,Information Technology,"NGEE ANN CITY TOWER A, 391A ORCHARD ROAD 238873",Full Time,"Fresh/entry level, Executive",Posted 25 Jan 2019,Closing on 24 Feb 2019,"• Worked with .Net frameworks and sound knowledge of associated technologies such as ASP.Net, C#.Net, ADO.Net, vb.net ,MCV,.Devexpress controls with MVC.LINQ , Entity Framework • Develop modules and Report generation in Customized Tool Outsystems based on .Net framework. • Working with SSRS for Report generation. • Assist in the collection and documentation of user's requirements, development of user stories, estimates and work plans. • Collaborate with other software developers in team, business analyst and software architects to plan, design, develop, test and maintain business applications built on Outsystems platform. • Assess opportunities for application and process improvement and have team members take appropriate action on it. • Guiding team development efforts towards successful project delivery. • Providing technical leadership to teammates through coaching and mentorship. • Maintain high standards of software quality within the team by establishing good practices and habits. • Design, develop, and unit test applications in accordance with established standards. • Develop, refine, and tune integrations between applications. • Adhere to high-quality development principles while delivering solutions on-time and on-budget. • Analyse and resolve technical and application problems. • Participate in peer-reviews of solution designs and related code. • Research and evaluate a variety of software solutions. • Migration of legacy applications to current Outsystems technologies. • Prepare reports, manuals and other documentation on the status, operation and maintenance of software. • Package and support deployment of releases.",RECRUIT EXPRESS PTE LTD,"
	Established since 1996, Recruit Express has emerged as the leading staffing solutions provider that has set a proven track record for matching the right people to the right organization within the shortest time. With our vast network of resources, extensive databases and defined recruitment processes, we have been successfully bridging talented job seekers of the highest calibre to employers who only want the best in their teams.

	In our relentless pursuit of excellent service, we have adopted best practices and dynamic growth strategies in expanding our operations across the Asia Pacific regions: We have offices in Singapore, Sydney, Hong Kong, Kuala Lumpur, Taipei, Shanghai, Beijing, Tokyo and Bangkok.

	With 400 permanent committed consultants from various professional backgrounds and disciplines, we make a difference by delivering top-notch services to our clients and candidates alike.

	 
",4500.0,6000.0
356,software developer,/job/software-engineer-randstad-1969b028ab9215a7908f0a6488ed6714,Software Engineer,Information Technology,"SINGAPORE LAND TOWER, 50 RAFFLES PLACE 048623",Contract,Professional,Posted 25 Jan 2019,Closing on 24 Feb 2019,"about the company our client is a leading provider and trusted partner for telecommunications services and networks, looking for a Software Engineer to expand their team to support their IT digital transformation projects  about the role The software developer is expected to analyse, design, develop new UI presentation components (Web, Mobile or Device embedded) and applications based on given requirements and instructions. He/she will be responsible to integrate UI front-end with API -driven back-ends also perform research and development into advanced development technologies that may solve software problems, including performance, security, internationalization, usability.",RANDSTAD PTE. LIMITED,"   Headquartered in the Netherlands, Randstad is a Fortune Global 500 Company and the second largest recruitment & HR services provider globally. Operating in over 40 countries, Randstad employs over 567,700 people in meaningful employment everyday.         With global reach and local expertise, Randstad Singapore has over 20 years experience in the Singapore market and are dedicated to delivering high quality, consistent service to our clients and candidates.         Our passionate, consultants will provide you with career advice and opportunities that meet your career goals and aspirations. With the widest range of industry specialists across:          Accounting     Banking & Financial Services     Business Support     Engineering     Information Technology     Life Sciences     Supply Chain & Procurement     Sales, Marketing & Communications      Let us help you shape your work of work.      Search for your next career opportunity at www.randstad.com.sg/jobs or contact us on +65 6510 1350.       ",5000.0,5800.0
